fecha,y,exog_1,exog_2
1996-02-01,0.52876165,1.2262073199999999,1.8045006259999998
1996-03-01,0.55933994,1.226016332,1.75320801
1996-04-01,0.57787166,1.224905734,1.705980448
1996-05-01,0.61492741,1.224085113,1.64363532
1996-06-01,0.59418877,1.209420267,1.575017886
1996-07-01,0.70775844,1.207658935,1.610817244
1996-08-01,0.71950195,1.198028828,1.642849646
1996-09-01,0.74432369,1.19106025,1.676140052
1996-10-01,0.80485511,1.178880456,1.714125592
1996-11-01,0.78854235,1.164007097,1.752996308
1996-12-01,0.9710894,1.208239872,1.8056625
1997-01-01,0.84683354,1.236989232,1.831128818
1997-02-01,0.46382252,1.2255843180000001,1.775028584
1997-03-01,0.48527317,1.212618894,1.711112196
1997-04-01,0.5280586,1.206005877,1.659015446
1997-05-01,0.56233647,1.19146368,1.57726486
1997-06-01,0.5885704,1.178370525,1.525612232
1997-07-01,0.66948036,1.170886192,1.5667438
1997-08-01,0.67799365,1.158200046,1.605287896
1997-09-01,0.76299549,1.1556453599999998,1.652275274
1997-10-01,0.79972374,1.138508794,1.699752728
1997-11-01,0.77052192,1.130877632,1.736143032
1997-12-01,0.99438934,1.183934314,1.801124828
1998-01-01,0.80054443,1.21546144,1.8256349840000001
1998-02-01,0.49055721,1.211711301,1.771147328
1998-03-01,0.52440799,1.207918453,1.716084178
1998-04-01,0.53664948,1.202726361,1.66930969
1998-05-01,0.55209054,1.190987379,1.5808499299999998
1998-06-01,0.60336564,1.183524578,1.541414172
1998-07-01,0.68124538,1.175349567,1.579551806
1998-08-01,0.67807535,1.163184728,1.610285278
1998-09-01,0.79489265,1.165621801,1.661933912
1998-10-01,0.7846239,1.144645257,1.708440584
1998-11-01,0.8130087,1.145891684,1.7503691959999998
1998-12-01,0.9777323,1.194609193,1.80966658
1999-01-01,0.89308148,1.231476542,1.852667806
1999-02-01,0.51269597,1.2290811910000001,1.79622847
1999-03-01,0.65299589,1.239171726,1.769902868
1999-04-01,0.5739764,1.236232802,1.722096408
1999-05-01,0.63923842,1.2320321060000001,1.654397632
1999-06-01,0.70387188,1.2346117589999999,1.616555712
1999-07-01,0.77064824,1.232187318,1.668146166
1999-08-01,0.84618588,1.238343516,1.706784164
1999-09-01,0.89272889,1.246315535,1.770534662
1999-10-01,0.89789988,1.238332293,1.822266954
1999-11-01,0.94728069,1.243752214,1.870948716
1999-12-01,1.05070727,1.297553344,1.9269605220000001
2000-01-01,0.96965567,1.329219322,1.95165448
2000-02-01,0.57329151,1.329150833,1.887767004
2000-03-01,0.61850684,1.327077675,1.8318883959999999
2000-04-01,0.61899573,1.31859006,1.766231404
2000-05-01,0.66520922,1.308046158,1.689131794
2000-06-01,0.72652015,1.296079585,1.64050469
2000-07-01,0.85586494,1.29239319,1.697019376
2000-08-01,0.86598429,1.289201631,1.746514866
2000-09-01,0.82524883,1.276998445,1.787765486
2000-10-01,0.95542102,1.26746982,1.845807846
2000-11-01,0.93859596,1.264363849,1.8882230080000002
2000-12-01,1.01302442,1.3083371400000001,1.9196549040000002
2001-01-01,1.04380535,1.350866991,1.9552191159999999
2001-02-01,0.51064725,1.340032143,1.8922988
2001-03-01,0.67256901,1.340768122,1.835728398
2001-04-01,0.64847006,1.332963113,1.777703218
2001-05-01,0.70411469,1.317788088,1.715921272
2001-06-01,0.69943075,1.3011327339999998,1.647046352
2001-07-01,0.85192587,1.3038004380000001,1.715302076
2001-08-01,0.9077052,1.299028856,1.762329314
2001-09-01,0.86744447,1.291913707,1.806124196
2001-10-01,1.02429281,1.293040546,1.87015982
2001-11-01,1.10959022,1.299619033,1.952191714
2001-12-01,1.01231323,1.349785631,1.984269186
2002-01-01,1.14586761,1.3971154909999999,2.031901668
2002-02-01,0.57558438,1.389826923,1.97352965
2002-03-01,0.64116459,1.3835319130000001,1.8969040060000002
2002-04-01,0.67986207,1.381575045,1.8109583759999999
2002-05-01,0.7679384,1.373176298,1.76208341
2002-06-01,0.75209591,1.357615369,1.68332907
2002-07-01,0.91806359,1.362677281,1.751824912
2002-08-01,0.92436753,1.352684753,1.8084655
2002-09-01,1.01319767,1.343045498,1.87513262
2002-10-01,1.02697609,1.344511784,1.926940158
2002-11-01,1.00679597,1.3306046200000001,1.9778801700000002
2002-12-01,1.10277568,1.3833237500000002,2.014822588
2003-01-01,1.07814487,1.4270217779999999,2.045578056
2003-02-01,0.57829619,1.41686519,1.9585977600000002
2003-03-01,0.64333332,1.404404682,1.881869206
2003-04-01,0.66336735,1.3955318259999998,1.813183482
2003-05-01,0.750516,1.3787770670000001,1.7427315460000001
2003-06-01,0.80074564,1.366414878,1.6872517
2003-07-01,0.91636103,1.356731214,1.754864668
2003-08-01,0.91688682,1.3457222869999999,1.809575368
2003-09-01,1.08465893,1.353508583,1.893833684
2003-10-01,1.15064822,1.358295837,1.9738601279999999
2003-11-01,1.05083821,1.3555651709999998,2.023878642
2003-12-01,1.22323454,1.420059006,2.085253344
2004-01-01,1.13012521,1.4687381949999998,2.127901022
2004-02-01,0.66798867,1.469200327,2.04456697
2004-03-01,0.74901428,1.4690501550000001,1.964240182
2004-04-01,0.73998602,1.462974193,1.9020697439999998
2004-05-01,0.79512863,1.450850953,1.8164485620000002
2004-06-01,0.85680282,1.4448425530000002,1.7617840839999999
2004-07-01,1.00159317,1.4365359770000001,1.828504984
2004-08-01,0.99486433,1.420957588,1.877674994
2004-09-01,1.134432,1.429316967,1.95656419
2004-10-01,1.181011,1.4250946130000002,2.033740664
2004-11-01,1.216037,1.433685792,2.1055875
2004-12-01,1.257238,1.492610725,2.156716466
2005-01-01,1.17069,1.5347782970000001,2.1918816
2005-02-01,0.597639,1.520543595,2.084523
2005-03-01,0.65259,1.506289732,1.9788388
2005-04-01,0.670505,1.4876599499999998,1.8697324
2005-05-01,0.695248,1.457025433,1.7573344
2005-06-01,0.842263,1.4417653,1.691649
2005-07-01,0.874336,1.4157557,1.7469884
2005-08-01,1.006497,1.3983043,1.8177698
2005-09-01,1.094736,1.3861742,1.9026159999999999
2005-10-01,1.027043,1.3631547,1.968975
2005-11-01,1.149232,1.3610089,2.0303687999999998
2005-12-01,1.160712,1.4173162000000001,2.087644
2006-01-01,1.230691,1.4751263,2.1324828
2006-02-01,0.587135,1.4667892999999999,2.0309626
2006-03-01,0.706959,1.4679604000000002,1.9669458
2006-04-01,0.639641,1.4476982,1.8650276
2006-05-01,0.807405,1.4410051000000001,1.7943662
2006-06-01,0.79797,1.4201523999999999,1.707822
2006-07-01,0.884312,1.3991099999999999,1.7672573999999999
2006-08-01,1.049648,1.4013705,1.8357952
2006-09-01,0.995709,1.3860182,1.9070087999999998
2006-10-01,1.168253,1.3867723,1.9791784
2006-11-01,1.108038,1.374507,2.0411919999999997
2006-12-01,1.120053,1.4277988000000001,2.0883402
2007-01-01,1.223319,1.4794348,2.1230744
2007-02-01,0.597753,1.4752459999999998,2.0434832
2007-03-01,0.704398,1.4649453,1.9507122000000001
2007-04-01,0.56176,1.4413243000000002,1.8414566
2007-05-01,0.745258,1.4274189,1.7664976000000001
2007-06-01,0.837934,1.4062474999999999,1.6894206
2007-07-01,0.954144,1.402091,1.7606988
2007-08-01,1.07821949,1.393087649,1.835463098
2007-09-01,1.11098161,1.39338201,1.94530742
2007-10-01,1.10997914,1.392374624,2.018251648
2007-11-01,1.1635343,1.386396154,2.083371708
2007-12-01,1.176589,1.444279754,2.127860708
2008-01-01,1.219941,1.495834054,2.15620501
2008-02-01,0.761822,1.515840254,2.086373088
2008-03-01,0.649435,1.506257954,1.99426426
2008-04-01,0.827887,1.5052532539999999,1.9271348
2008-05-01,0.816255,1.491464354,1.855068
2008-06-01,0.762137,1.459856105,1.7635071999999998
