Time,Demand,Temperature,Holiday
2014-07-27,1750039.043536,11.035714285714283,0.0
2014-08-03,1684448.592236,10.772916666666665,0.0
2014-08-10,1677937.910698,11.575892857142858,0.0
2014-08-17,1697761.4608,10.758035714285715,0.0
2014-08-24,1621567.4914280002,12.71845238095238,0.0
2014-08-31,1552802.136008,13.919940476190476,0.0
2014-09-07,1573710.225162,11.95952380952381,0.0
2014-09-14,1503730.3327240003,14.187797619047618,0.0
2014-09-21,1556804.6291859997,12.399107142857138,0.0
2014-09-28,1434663.7349220002,17.331845238095237,0.0
2014-10-05,1453030.383376,15.032738095238093,0.0
2014-10-12,1458103.763982,16.28839285714286,0.0
2014-10-19,1490767.5598300002,14.556547619047619,0.0
2014-10-26,1497164.767564,18.825892857142858,0.0
2014-11-02,1470076.4470399998,16.059226190476192,0.0
2014-11-09,1416535.51713,18.822916666666664,0.2857142857142857
2014-11-16,1484132.891234,17.194642857142856,0.0
2014-11-23,1467174.699002,19.808333333333334,0.0
2014-11-30,1496863.032224,18.22470238095238,0.0
2014-12-07,1532331.969918,19.096726190476193,0.0
2014-12-14,1495254.8662580003,19.823214285714283,0.0
2014-12-21,1488558.806118,18.921130952380953,0.0
