date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2013-04-01,2168.0,2765.0,708.0,1085.0,31295.0,1372.0,10.458333333333334,1011.7041666666668,-4.6875,0.0,3.0708333333333333
2013-04-02,2332.0,2888.0,935.0,1327.0,31597.0,1730.0,10.0375,1011.4083333333333,-1.4958333333333333,0.0,1.9166666666666667
2013-04-03,2817.0,4237.0,1014.0,1816.0,34897.0,1586.0,11.916666666666666,1006.7541666666666,0.029166666666666664,0.0,1.8291666666666666
2013-04-04,1397.0,2200.0,1237.0,1609.0,52896.0,910.0,7.758333333333333,1009.1208333333334,-0.09166666666666672,0.3416666666666666,1.5541666666666665
2013-04-05,1452.0,1348.0,293.0,988.0,30895.0,1078.0,8.520833333333334,1013.2833333333333,-0.5125000000000001,0.09999999999999999,2.4458333333333333
2013-04-06,264.0,598.0,139.0,325.0,11300.0,1463.0,8.558333333333334,1010.8375,-6.8625,0.0,1.8666666666666665
2013-04-07,1658.0,2614.0,881.0,1410.0,28298.0,1183.4152,8.845833333333333,1002.3958333333334,-0.6083333333333333,0.0,1.6708333333333334
2013-04-08,562.0,2960.0,111.0,676.0,7300.0,1852.0,9.020833333333334,1007.1958333333333,-10.904166666666667,0.0,4.725
2013-04-09,298.0,963.0,74.0,517.0,6000.0,2011.0,8.049999999999999,1014.6041666666666,-9.129166666666666,0.0,3.9625
2013-04-10,324.0,891.0,79.0,739.0,8000.0,1589.1762,7.7749999999999995,1014.0333333333333,-8.325000000000001,0.0,2.595833333333333
2013-04-11,449.0,1292.0,157.14,1169.2126,15499.0,1074.7136,9.7875,1012.8083333333334,-7.933333333333334,0.0,2.1458333333333335
2013-04-12,1138.0,2249.0,504.0,1153.0,18400.0,896.4792,14.737499999999999,1006.7875,-2.1958333333333333,0.0,1.9916666666666665
2013-04-13,1240.0,3091.0,493.0,147.0,16798.0,1171.0,17.379166666666666,999.0958333333333,0.1333333333333333,0.0,3.0749999999999997
2013-04-14,722.0,2120.0,310.0,2394.0,14199.0,1938.0,11.9375,1004.5541666666667,-2.829166666666666,0.0,2.3958333333333335
2013-04-15,1608.0,3211.0,1184.0,2308.966,34397.0,1514.0,12.720833333333333,997.7291666666666,1.3666666666666665,0.0,1.7791666666666668
2013-04-16,1335.0,2983.0,647.0,1307.3504,23499.0,1778.0,14.529166666666667,1001.2083333333334,0.5875,0.0,2.3833333333333333
2013-04-17,1073.0,1575.0,426.0,1068.9971,16500.0,1873.0,12.358333333333334,1005.9125,-1.0958333333333334,0.0,2.095833333333333
2013-04-18,217.0,804.0,79.7136,577.4532,5700.0,1896.325,11.020833333333334,1017.2041666666668,-11.616666666666667,0.0,2.5208333333333335
2013-04-19,1077.0,1586.0,406.0,902.0,17199.0,1353.0,6.195833333333333,1018.6583333333333,-1.2458333333333333,0.012500000000000002,2.704166666666667
2013-04-20,1625.0,1661.0,255.0,1044.0,16300.0,1514.0,8.920833333333333,1015.3583333333332,0.7624999999999998,0.0,2.0791666666666666
2013-04-21,2812.0,3156.0,784.1272,1372.5501,26098.0,1363.1102,11.870833333333332,1012.3625000000001,3.295833333333333,0.0,2.2916666666666665
2013-04-22,3628.0,3987.0,1459.0,1374.0,30399.0,1005.0,12.283333333333333,1008.3333333333334,6.233333333333333,0.0,1.7
2013-04-23,4330.0,4256.0,674.0,1548.0,33095.0,632.0,11.7875,1005.6999999999999,7.670833333333333,0.0,1.3583333333333334
2013-04-24,2261.0,2856.0,209.0,1454.0,27094.0,996.0,15.358333333333334,1005.2041666666668,2.2583333333333333,0.0,1.9291666666666665
2013-04-25,384.0,1176.0,100.0,1087.0,10600.0,1373.0,14.9125,1007.4791666666666,-3.283333333333333,0.0,2.3000000000000003
2013-04-26,1477.0,3061.0,639.0,1878.0,25799.0,1487.0,16.1875,1004.4499999999999,2.2041666666666666,0.0,1.3416666666666668
2013-04-27,1424.0,2439.0,956.0,1470.0,24399.0,2364.0,17.804166666666667,1005.2333333333332,3.7125,0.0,1.4375
2013-04-28,1672.0,2525.0,1286.0,1694.0,41293.0,1985.0,16.254166666666666,1004.7708333333334,4.391666666666667,0.0,1.2874999999999999
2013-04-29,450.0,2084.0,113.0,1144.0,9399.0,1691.2714,20.116666666666667,1006.4499999999999,-2.975,0.0,2.254166666666667
2013-04-30,524.0,1424.0,141.0,1286.0,10700.0,1672.0,20.716666666666665,1008.2708333333334,-3.4625,0.0,1.5833333333333333
2013-05-01,843.0,2005.0,331.0,1145.0,13900.0,2224.0,17.404166666666665,1009.4708333333333,2.4499999999999997,0.0,1.9541666666666666
2013-05-02,1712.0,2639.0,950.0,1419.0,23100.0,2198.0,19.229166666666668,1006.3166666666666,5.170833333333333,0.0,1.75
2013-05-03,1363.0,1699.0,533.0,930.0,17000.0,3017.0,18.129166666666666,1011.1916666666666,7.233333333333333,0.0,2.0791666666666666
2013-05-04,2169.0,2627.0,701.0,992.0,15500.0,2825.0,18.779166666666665,1010.7708333333334,8.933333333333334,0.0,1.8625
2013-05-05,4068.0,5169.0,1303.0,1936.0,34492.0,2653.0,20.587500000000002,1010.6,11.991666666666667,0.0,1.4333333333333333
2013-05-06,5309.0,5873.0,990.0,1768.0,39096.0,3235.6826,22.933333333333334,1008.6791666666667,13.174999999999999,0.0,1.5250000000000001
2013-05-07,3834.0,4973.0,1255.0,1925.0,33494.0,3237.0,23.241666666666664,1009.1999999999999,12.433333333333332,0.0,1.4583333333333333
2013-05-08,3443.0,3819.0,1374.0,1655.0,36196.0,2157.3286,20.070833333333333,1008.2291666666666,12.65,0.029166666666666664,1.6208333333333333
2013-05-09,1096.0,1149.0,327.0,1111.0,11200.0,1310.0,17.6875,1004.0124999999999,12.049999999999999,0.0,1.0916666666666666
2013-05-10,1172.0,2071.0,192.0,1175.0,10200.0,1337.0,21.383333333333336,996.0833333333334,4.891666666666667,0.0,2.3291666666666666
2013-05-11,1524.0,3820.0,305.9616,1871.0,8800.0,600.97,22.795833333333334,990.0333333333333,3.0541666666666667,0.0,1.7041666666666666
2013-05-12,1968.0,5160.0,382.4184,2088.0,4800.0,148.2264,22.233333333333334,994.4916666666667,1.5374999999999999,0.0,1.3833333333333335
2013-05-13,2054.0,5145.0,1104.3512,1979.0,15200.0,1682.2516,21.1125,996.7916666666666,6.604166666666667,0.0,1.3875
2013-05-14,972.0,2828.0,332.0,1388.0,15400.0,2026.0,23.037499999999998,1002.5375,5.991666666666667,0.0,1.8333333333333333
2013-05-15,1293.0,3450.0,1202.0,1563.0,21799.0,2590.0,21.991666666666664,1010.4416666666666,8.341666666666667,0.0,1.4875
2013-05-16,1240.0,2651.0,751.0,1161.0,24099.0,2433.5116,21.204166666666666,1010.975,11.158333333333333,0.0,1.6041666666666667
2013-05-17,2582.0,3410.0,934.0,1110.0,24000.0,2511.9234,20.787499999999998,1005.9375,13.429166666666667,0.0,1.55
2013-05-18,2748.0,3514.0,841.264,921.3844,24000.0,2308.8618,20.733333333333334,1000.4916666666667,15.1875,0.0,2.2666666666666666
2013-05-19,1256.0,4712.0,331.0,649.0,24000.0,1540.5264,20.620833333333334,995.0958333333333,4.983333333333333,0.0,3.0749999999999997
2013-05-20,805.0,3307.0,403.0,953.0,24000.0,1875.9635999999998,20.833333333333332,995.0124999999999,3.3208333333333333,0.0,3.25
2013-05-21,2279.0,5800.0,1139.0,1579.0,24000.0,2616.2388,22.204166666666666,994.0208333333334,11.504166666666668,0.0,1.3916666666666666
2013-05-22,1550.0,3095.0,896.0,1430.0,24000.0,2351.916,22.208333333333332,1004.9166666666666,9.933333333333334,0.0,1.1666666666666667
2013-05-23,1609.0,3291.0,731.0,1882.0,30599.0,2035.5108,22.65833333333333,1004.6041666666666,10.866666666666667,0.0,1.0250000000000001
2013-05-24,2383.0,4431.0,667.0,1759.0,37698.0,1635.0,23.766666666666666,1006.3666666666667,13.854166666666666,0.0,1.3791666666666667
2013-05-25,1301.0,2631.0,682.0,1294.0,23100.0,2326.0,24.349999999999998,1004.9041666666667,14.095833333333333,0.0,1.3666666666666665
2013-05-26,2461.0,2925.0,774.0,1189.0,34098.0,871.0,21.0375,1003.2291666666666,17.391666666666666,0.024999999999999998,1.3375000000000001
2013-05-27,1683.0,1797.0,173.0,1071.0,21200.0,1117.408,18.770833333333332,1002.1208333333334,16.420833333333334,0.10833333333333334,1.0958333333333334
2013-05-28,1818.0,1811.0,107.0,1340.0,24398.0,451.0,19.641666666666666,1000.1125000000001,16.154166666666665,0.07916666666666666,1.7249999999999999
2013-05-29,403.0,1352.0,104.0,570.0,4800.0,1724.0,23.995833333333334,1003.8666666666667,4.2749999999999995,0.0,2.6125000000000003
2013-05-30,1469.0,3220.0,413.0,1522.0,15400.0,2380.703,24.90833333333333,1000.5124999999999,8.758333333333333,0.0,2.4499999999999997
2013-05-31,2323.0,3936.0,910.0,866.0,18500.0,3048.0,24.2625,997.0124999999999,15.6625,0.0,1.7583333333333335
2013-06-01,1730.0,2723.0,319.0,1102.0,11900.0,1957.0,24.675,1000.9541666666668,9.8375,0.0,1.3
2013-06-02,3906.0,4636.0,921.0,1191.0,33194.0,2018.0266,21.958333333333332,999.1875,16.45,0.0,1.1291666666666667
2013-06-03,2963.0,3399.0,648.0,1253.0,28698.0,3053.0,24.991666666666664,999.3791666666666,15.933333333333332,0.0,1.0583333333333333
2013-06-04,3178.0,3656.0,836.0,1586.0,41893.0,1485.0,20.566666666666666,1006.1750000000001,16.979166666666668,0.5833333333333334,1.3416666666666668
2013-06-05,3096.0,2953.0,118.0,1043.0,35796.0,638.0,18.95,1006.4583333333334,18.125,0.2916666666666667,0.9249999999999999
2013-06-06,3305.0,3410.0,188.0,1229.0,54690.0,187.0,19.2375,1004.7666666666668,18.245833333333334,0.012500000000000002,0.9
2013-06-07,3146.0,3246.0,336.0,1372.0,52096.0,50.0,20.129166666666666,1003.0291666666667,19.129166666666666,0.7791666666666667,0.9166666666666666
2013-06-08,4250.0,5060.0,268.0,1382.0,60091.0,48.0,19.870833333333334,1002.2291666666666,19.3875,0.08333333333333333,0.8875000000000001
2013-06-09,1185.0,1314.0,109.9992,1149.3911,18797.0,405.9772,17.804166666666667,1005.0749999999999,17.120833333333334,0.5625,1.4749999999999999
2013-06-10,502.0,715.0,97.0,1003.0,6200.0,1165.0,20.591666666666665,1006.9291666666667,15.229166666666666,0.004166666666666667,0.9916666666666667
2013-06-11,1405.0,1869.0,123.0,1265.0,6000.0,1557.0,20.916666666666668,1002.9208333333332,15.404166666666667,0.30833333333333335,1.4291666666666665
2013-06-12,1429.0,1592.0,419.0,691.0,10700.0,2915.0,21.34583333333333,1002.3333333333334,15.358333333333334,0.004166666666666667,1.3958333333333333
2013-06-13,2689.0,3200.0,995.0,1053.0,24497.0,3373.0,23.97083333333333,1002.7541666666666,16.5625,0.0,1.4541666666666666
2013-06-14,2564.0,3821.0,800.0,878.0,23400.0,4105.7836,26.2,1002.4208333333332,14.2875,0.0,1.9666666666666668
2013-06-15,2964.0,4151.0,980.0,1351.0,36294.0,3214.0,25.400000000000002,1001.5291666666667,16.6125,0.0,1.1083333333333334
2013-06-16,4160.0,4345.0,632.0,1627.0,47390.0,1043.0,22.366666666666664,998.2666666666668,19.066666666666666,0.041666666666666664,1.2666666666666666
2013-06-17,1073.0,1017.0,174.0,811.0,19800.0,2381.0,25.866666666666664,996.0500000000001,17.654166666666665,0.0,1.3375000000000001
2013-06-18,951.0,1845.0,220.0,1447.0,16700.0,2037.0,27.120833333333334,992.2375000000001,17.466666666666665,0.0,1.5083333333333335
2013-06-19,1208.0,2159.0,381.0,966.0,15000.0,2691.0,28.4875,997.1291666666666,17.170833333333334,0.0,1.1166666666666667
2013-06-20,1378.0,2903.0,311.0,1905.0,27998.0,1247.0266,25.849999999999998,1001.8208333333333,19.575,0.0,0.8541666666666666
2013-06-21,976.0,1795.0,206.0,1298.0,18900.0,1583.0,25.395833333333332,1003.8208333333333,18.916666666666668,0.0,1.7874999999999999
2013-06-22,1208.0,1259.0,89.0,1041.0,17900.0,921.0,21.229166666666668,1002.875,19.483333333333334,0.23750000000000002,1.1833333333333333
2013-06-23,1188.0,1316.0,186.0,966.0,21498.0,2390.0,25.708333333333332,998.2583333333333,18.045833333333334,0.0,1.4083333333333332
2013-06-24,2231.0,2582.0,157.0,830.0,24397.0,2878.0,24.454166666666666,996.7624999999999,20.316666666666666,0.22083333333333333,1.2958333333333334
2013-06-25,2827.0,2586.0,73.0,1158.0,49894.0,780.0,21.96666666666667,994.85,20.754166666666666,0.04583333333333334,1.0875000000000001
2013-06-26,3732.0,3098.0,103.0,1040.0,45393.0,2272.0,26.03333333333333,991.5958333333333,21.545833333333334,0.0,1.5374999999999999
2013-06-27,2772.0,2736.0,225.0,1290.0,27199.0,2665.0,27.816666666666666,992.5583333333334,19.270833333333332,0.0,1.5541666666666665
2013-06-28,7433.0,7084.0,125.0,1254.0,62290.0,1328.0,25.204166666666666,995.5749999999999,22.016666666666666,0.7083333333333334,1.125
2013-06-29,2540.0,2599.0,128.0,1160.0,40197.0,897.0,22.691666666666666,998.8625000000001,21.233333333333334,0.0375,1.0583333333333333
2013-06-30,5170.0,5057.0,121.0,1297.0,63793.0,868.0,24.78333333333333,998.1625,23.09166666666667,0.0,0.7999999999999999
2013-07-01,2958.0,3799.0,221.852,1197.756,53089.0,340.414,24.849999999999998,993.4625,23.320833333333336,1.625,1.375
2013-07-02,329.0,683.0,221.0,700.0,15200.0,1097.0,28.625,989.9875000000001,18.358333333333334,0.425,2.029166666666667
2013-07-03,643.0,1497.0,320.0,1277.0,14500.0,1486.0,29.254166666666666,990.0458333333332,20.204166666666666,0.0,0.9166666666666666
2013-07-04,604.0,1728.0,273.0,1240.0,13899.0,1459.0,27.741666666666664,988.9083333333333,19.05,0.1375,1.0958333333333334
2013-07-05,506.0,1020.0,256.0,884.0,9700.0,2011.0,29.016666666666666,992.7041666666668,18.970833333333335,0.0,1.6541666666666668
2013-07-06,1067.0,2159.0,368.0,862.0,16300.0,3128.0,28.933333333333334,995.4583333333334,20.291666666666668,0.3666666666666667,2.1999999999999997
2013-07-07,2026.0,2105.0,202.0,491.0,17599.0,3488.0,26.895833333333332,994.7375000000001,23.2375,0.15416666666666667,1.175
2013-07-08,2410.0,1822.0,143.0,932.0,21800.0,2140.0,24.97083333333333,996.8874999999999,23.745833333333334,1.2208333333333334,0.9083333333333333
2013-07-09,2158.0,1204.0,166.0,1130.0,22199.0,697.0,24.037499999999998,997.7708333333334,23.483333333333334,0.44166666666666665,0.9708333333333333
2013-07-10,802.0,830.0,187.0,1183.0,15400.0,358.0,22.895833333333332,999.8291666666668,21.941666666666666,0.2333333333333333,0.7374999999999999
2013-07-11,874.0,1201.0,138.136,1159.9232,14400.0,901.8418,24.5,1000.6708333333332,21.412499999999998,0.0,0.9458333333333333
2013-07-12,1698.0,1873.0,109.8496,885.2488,14100.0,2325.7042,26.554166666666664,1000.2916666666666,22.175,0.0,1.4958333333333333
2013-07-13,2964.0,2539.0,204.0,665.0,21200.0,2903.0,27.7,1001.3874999999999,23.641666666666666,0.0,1.1458333333333333
2013-07-14,2511.0,2208.0,348.0,722.0,18400.0,2354.0,26.8,1001.9499999999999,22.3,0.5708333333333333,1.2375
2013-07-15,1075.0,684.0,93.0,786.0,19600.0,374.0,23.75,993.75,23.5,2.254166666666667,0.75
2013-07-16,562.0,819.0,134.0,807.0,8300.0,1215.0,27.02916666666667,994.625,17.349999999999998,0.004166666666666667,1.8041666666666665
2013-07-17,863.0,1321.0,273.0,1013.0,17800.0,2249.0,26.933333333333334,999.6416666666668,18.575,0.0,1.4875
2013-07-18,3314.0,3314.0,312.0,732.0,39700.0,2196.0,26.270833333333332,998.7708333333334,22.354166666666668,0.0,1.4583333333333333
2013-07-19,3378.0,3313.0,225.984,892.3661,28800.0,2513.8998,26.679166666666664,996.8249999999999,21.983333333333334,0.0,1.1916666666666667
2013-07-20,1916.0,2297.0,190.0,929.0,23100.0,2463.0302,27.908333333333335,998.4499999999999,20.558333333333334,0.0,1.2541666666666667
2013-07-21,1645.0,2128.0,218.0,969.0,22400.0,2495.0,26.8,999.3666666666667,21.8125,0.0,1.2125000000000001
2013-07-22,1905.0,2434.0,367.6792,946.8891,26900.0,2591.3812,26.412499999999998,998.525,21.091666666666665,0.0,1.0166666666666666
2013-07-23,980.0,1502.0,243.0,728.0,14700.0,2588.9074,26.954166666666666,994.5041666666666,19.837500000000002,0.0,2.0625
2013-07-24,823.0,1348.0,215.0,1306.0,13200.0,1686.0,29.46666666666667,994.3708333333334,19.095833333333335,0.0,1.2208333333333334
2013-07-25,360.0,600.0,192.0,1344.0,9600.0,2568.0,29.679166666666664,996.025,19.829166666666666,0.0,1.3291666666666668
2013-07-26,939.0,1385.0,293.0,1565.0,30200.0,1609.0,25.233333333333334,997.8125,21.75,0.09583333333333334,1.1375
2013-07-27,2629.0,2466.0,252.0,1664.0,35800.0,534.0,25.058333333333334,995.1458333333334,23.354166666666668,0.03333333333333333,0.7374999999999999
2013-07-28,1474.0,1537.0,264.0,1192.0,21400.0,1860.0,29.212500000000002,994.5458333333332,22.462500000000002,0.0,1.1625
2013-07-29,1355.0,2502.0,254.0,1882.0,18800.0,1347.0,28.2625,994.4125,23.6875,0.0,1.125
2013-07-30,2622.0,2855.0,295.0,1323.0,20800.0,3050.0,28.758333333333336,991.9708333333333,23.370833333333334,0.6124999999999999,1.3583333333333334
2013-07-31,1065.0,1556.0,235.0,768.0,10300.0,3206.0,26.016666666666666,994.1916666666666,22.5125,0.9333333333333332,1.4458333333333335
2013-08-01,985.0,1042.0,181.0,1159.0,11400.0,1552.0,23.141666666666666,998.1208333333334,21.59583333333333,0.18333333333333335,0.8333333333333334
2013-08-02,1774.0,1969.0,266.0,1263.0,19300.0,2126.0,25.675,1000.2166666666667,21.349999999999998,0.0,1.1166666666666667
2013-08-03,659.0,1255.0,245.0,818.0,6200.0,3067.0,27.195833333333336,997.9583333333334,20.091666666666665,0.0,1.5250000000000001
2013-08-04,2062.0,2611.0,302.0,885.0,12600.0,3086.0,27.233333333333334,994.4833333333332,21.945833333333336,0.13333333333333333,1.5958333333333332
2013-08-05,1061.0,1144.0,135.0,958.0,7900.0,2932.0,26.5125,992.6583333333333,21.175,0.0,1.2125000000000001
2013-08-06,2921.0,3420.0,146.0,1064.0,15800.0,2771.0,29.391666666666666,993.775,24.40416666666667,0.0,1.2125000000000001
2013-08-07,800.0,727.0,137.0,890.0,9400.0,1459.0,25.03333333333333,996.9625,21.6875,0.3333333333333333,1.3833333333333335
2013-08-08,685.0,1295.0,151.0,1101.0,10400.0,1919.0,27.316666666666666,994.8625000000001,21.116666666666667,0.0,1.2583333333333333
2013-08-09,883.0,1747.0,215.0,1195.0,10200.0,2792.0,28.629166666666666,995.6791666666667,21.025000000000002,0.0,1.0166666666666666
2013-08-10,2002.0,3042.0,315.0,1012.0,16400.0,3585.0,30.116666666666664,999.1625,24.004166666666666,0.0,1.4541666666666666
2013-08-11,3143.0,2957.0,157.0,990.0,24900.0,1745.0,26.5125,1000.3833333333333,25.204166666666666,3.654166666666667,1.0833333333333333
2013-08-12,1030.0,982.0,126.0,553.0,6700.0,2074.0,26.8875,999.4125,23.645833333333332,0.0,1.5999999999999999
2013-08-13,2078.0,2299.0,267.0,642.0,15500.0,2581.0,28.508333333333336,999.1708333333332,24.179166666666664,0.0,1.4166666666666667
2013-08-14,1608.0,2241.0,186.0,750.0,12600.0,2797.0,29.083333333333332,998.3583333333332,24.53333333333333,0.0,1.4416666666666667
2013-08-15,2794.0,3226.0,229.0,942.0,18500.0,2788.0,29.833333333333332,996.9166666666666,26.483333333333334,0.0,1.0416666666666667
2013-08-16,3053.0,3708.0,148.0,1374.0,23500.0,1779.656,29.320833333333336,992.0458333333332,26.679166666666664,0.04583333333333334,1.0541666666666667
2013-08-17,1133.0,1822.0,90.0,1185.0,8600.0,1275.0,30.579166666666666,996.0208333333334,16.716666666666665,0.0,1.4458333333333335
2013-08-18,344.0,917.0,72.0,923.0,4000.0,1706.0,28.65833333333333,1002.6833333333334,16.279166666666665,0.0,1.5458333333333334
2013-08-19,566.0,1167.0,66.0,1173.0,9600.0,1882.3863999999999,27.7625,1004.6583333333333,16.8125,0.0,1.1125
2013-08-20,2053.0,3175.0,117.28399999999999,1394.8553,26700.0,2510.1324,25.820833333333336,1003.7791666666667,21.541666666666668,0.10416666666666667,1.075
2013-08-21,2623.0,2244.0,189.0,1241.0,29500.0,1923.0,25.816666666666666,1002.5333333333333,21.854166666666668,0.004166666666666667,1.3375000000000001
2013-08-22,2715.0,3086.0,152.0,1858.0,31500.0,876.2732,23.645833333333332,1003.5333333333333,21.724999999999998,0.008333333333333333,0.775
2013-08-23,1286.0,1779.0,147.0,1191.0,23100.0,1299.0,26.904166666666665,1003.7083333333334,18.633333333333333,0.0,0.8958333333333334
2013-08-24,802.0,1984.0,125.0,1509.0,19000.0,1586.0,27.049999999999997,1003.7125,17.016666666666666,0.0,0.9833333333333334
2013-08-25,870.0,1908.0,157.0,1362.0,18700.0,2485.0,27.266666666666666,1000.9583333333334,17.279166666666665,0.0,1.6125
2013-08-26,1261.0,2597.0,283.0,1082.0,24100.0,2670.6258,27.941666666666666,1000.2958333333332,18.154166666666665,0.0,1.5041666666666667
2013-08-27,1532.0,2160.0,282.0,1218.0,33900.0,910.0,24.320833333333336,1001.8166666666666,20.7,0.04583333333333334,1.2874999999999999
2013-08-28,1741.0,1708.0,145.0,1511.0,43300.0,827.0,23.650000000000002,994.3208333333333,22.09583333333333,0.3875,0.875
2013-08-29,656.0,1083.0,95.0,871.0,19400.0,852.0,24.65416666666667,997.8000000000001,12.570833333333333,0.0,2.566666666666667
2013-08-30,267.0,670.0,72.0,606.0,8600.0,1055.0,22.108333333333334,1006.4458333333333,12.012500000000001,0.0,1.5041666666666667
2013-08-31,417.0,997.0,148.0,978.0,12900.0,997.0,22.504166666666666,1006.3874999999999,12.070833333333333,0.0,1.4375
2013-09-01,1066.0,2166.0,260.0,1024.0,23900.0,2007.0,23.058333333333334,1007.9625,15.154166666666667,0.0,1.3791666666666667
2013-09-02,1247.0,1486.0,284.0,1025.0,24700.0,2334.0,22.604166666666668,1010.0666666666666,15.679166666666667,0.0,1.1208333333333333
2013-09-03,2277.0,2854.0,344.0,1192.0,33200.0,2469.0,23.495833333333334,1010.5416666666666,18.162499999999998,0.0,1.2333333333333334
2013-09-04,1649.0,1326.0,218.0,1160.0,26200.0,1627.0,19.954166666666666,1010.5291666666667,18.4875,0.5458333333333333,1.125
2013-09-05,520.0,663.0,123.0,665.0,14700.0,1543.0,21.479166666666668,1008.8333333333334,15.870833333333335,0.11666666666666668,1.1458333333333333
2013-09-06,1524.0,1527.0,296.0,1108.0,36900.0,1446.0,21.083333333333332,1010.6708333333332,16.820833333333333,0.05833333333333334,1.1333333333333333
2013-09-07,1851.0,2045.0,230.0,1295.0,35200.0,1790.0,22.358333333333334,1011.3541666666666,16.537499999999998,0.0,1.0
2013-09-08,2388.0,3076.0,414.0,1658.0,39600.0,1121.0,21.029166666666665,1010.9,17.483333333333334,0.38749999999999996,1.0458333333333334
